FollowerTag,FollowedTag,Date,Hour,IsMuted,NotificationsActive
fyoung,justinrubio,2020-03-07,14:18,True,False
rebecca02,keithmiller,2023-10-05,17:50,False,True
elliskelly,michelle12,2020-09-16,18:50,False,True
lbentley,crawfordpatrick,2023-02-08,10:12,True,False
stewarttodd,amanda11,2022-04-01,02:22,True,False
marymcpherson,nancyschneider,2021-08-02,03:32,True,False
kathymorris,sandra70,2020-11-02,00:54,True,False
nichole09,vkirby,2021-07-28,02:36,True,False
tiffany75,dianabaker,2020-03-17,08:11,True,False
mitchellsusan,cmcclain,2021-08-27,19:10,False,True
craignoble,mford,2023-06-12,00:56,True,False
dennissoto,rphillips,2022-09-25,09:26,False,True
christopher14,sophiahill,2021-06-07,06:26,True,False
isabellaarias,william19,2023-05-29,11:20,False,True
malonejanet,alex23,2023-12-24,08:49,False,True
pwilliams,bakerlisa,2021-06-04,02:32,False,True
georgecohen,ashley15,2020-09-30,14:30,True,False
juan67,heather40,2020-09-12,05:46,False,True
codyfisher,morseroy,2020-07-10,21:04,False,True
fitzgeraldlarry,mmartinez,2020-12-26,20:41,False,True
ashley56,karenlynch,2023-02-09,23:20,True,False
danderson,jsantos,2021-05-09,01:59,True,False
angela81,stewarteric,2023-01-22,18:09,False,True
fjuarez,codycarter,2020-05-26,06:29,False,True
jennifer39,qadams,2023-08-29,10:30,True,False
joshua62,nathanward,2021-01-22,04:48,True,False
jeremyvasquez,cantrellnicole,2024-03-11,03:28,True,False
marysimmons,brianwashington,2024-01-13,07:34,True,False
jean29,daltonlori,2024-04-03,20:18,True,False
joshuapeterson,colemarisa,2022-08-28,16:26,True,False
drogers,alicia47,2023-12-15,11:39,False,True
jonathan56,lweaver,2021-02-22,17:35,True,False
christyhorne,carramber,2024-01-07,07:36,False,True
daniel26,mckinneyhenry,2024-04-07,20:30,False,True
mdecker,hsanchez,2020-11-28,04:04,False,True
wharmon,maxmay,2021-01-07,07:13,False,True
crossdenise,cody36,2020-10-02,10:15,False,True
robertbrennan,clairejones,2020-03-04,18:35,True,False
omcintyre,joseph93,2024-03-03,04:49,True,False
joshuahowell,dakota89,2021-12-05,07:04,False,True
krodriguez,angelabeltran,2020-04-06,00:21,True,False
vsalas,lindseycourtney,2024-02-19,22:39,False,True
qsmith,kayla50,2023-04-21,17:56,True,False
lisa15,braunstephanie,2022-03-09,23:37,False,True
barrycharles,awalker,2020-08-10,19:20,True,False
beckbrenda,wcarroll,2022-05-09,20:36,False,True
jennifer39,beckbrenda,2022-01-06,16:29,True,False
lmurphy,wrightsharon,2023-02-02,09:03,True,False
cody36,cantujoseph,2021-04-26,17:51,False,True
peggy68,mevans,2023-08-21,21:34,True,False
william98,hwalker,2020-10-23,21:04,True,False
vanessaandersen,martinshannon,2021-09-20,19:57,True,False
john76,summersmichelle,2023-07-08,00:44,True,False
hkrueger,kimberlysmith,2023-10-20,06:22,True,False
williamwright,simmonsjoseph,2022-08-08,10:32,False,True
tinajimenez,amanda81,2023-12-22,15:15,False,True
ystone,michellesantiago,2023-05-12,04:21,False,True
zimmermannicole,kathryn12,2022-10-08,00:01,False,True
umoody,markmejia,2020-01-29,01:34,False,True
jesse32,bowersjoshua,2020-10-14,12:19,True,False
beckbrenda,jefferywhitehead,2020-01-03,11:20,True,False
bellelizabeth,wmartin,2020-12-02,08:06,True,False
patriciagreene,mferguson,2021-11-19,04:22,False,True
tammybell,marissa41,2023-10-23,06:49,False,True
bennettryan,theodore32,2020-05-25,17:55,False,True
theresaponce,fhenderson,2023-12-31,15:58,False,True
gina32,obrown,2021-07-17,15:14,False,True
woodsdavid,bellsherry,2021-05-27,02:55,True,False
hoffmanrebecca,xowens,2020-05-08,14:40,True,False
harrisjoel,joelfreeman,2024-02-19,08:24,True,False
briana73,joe68,2021-04-12,12:47,True,False
robertsdavid,deannajohnson,2022-12-08,03:04,False,True
kristengarrett,hmullen,2020-08-06,09:53,False,True
unavarro,lori38,2022-02-19,22:49,False,True
gonzalezwilliam,mjohnson,2022-08-20,03:54,True,False
timothy39,hbishop,2022-01-22,04:50,False,True
helen67,jake61,2022-05-14,12:28,True,False
dianamitchell,sarah81,2022-01-17,12:19,True,False
robertsonkristen,davisjoseph,2022-01-09,11:45,True,False
mark93,danielrivers,2023-06-02,16:05,False,True
ulivingston,jacksonroger,2022-03-17,14:57,True,False
morgansimpson,klopez,2020-03-04,17:36,True,False
whiteshannon,vgray,2022-07-28,15:19,False,True
adam57,david59,2020-05-11,21:47,False,True
robinsonandrea,medinamichelle,2023-10-31,23:31,True,False
jordanjudith,hbrown,2020-08-07,00:50,True,False
millerheather,ymiranda,2021-06-27,00:04,True,False
gatesmichael,fosterdawn,2020-03-16,16:03,True,False
rachelbarnes,donnamora,2022-01-04,13:57,False,True
chavezdaniel,kimberlywalter,2021-10-24,04:53,True,False
johnsonelizabeth,emccoy,2021-01-30,02:06,True,False
johnrollins,deleonlindsey,2021-04-17,01:21,True,False
hartmantiffany,ngarrett,2020-08-05,03:40,False,True
michele00,joshua55,2021-04-23,21:15,False,True
eallen,buckpeter,2020-07-11,11:24,False,True
xturner,melissamosley,2020-02-06,17:42,True,False
pgates,wcoleman,2021-08-11,07:42,False,True
srodgers,ltaylor,2022-01-04,17:49,True,False
njohnson,fstewart,2022-08-23,13:42,False,True
susan50,davismaria,2020-09-26,13:51,False,True
pkennedy,eric95,2020-08-12,03:30,False,True
leonardmatthew,brittany54,2020-10-31,21:58,False,True
lopezjustin,kelly56,2020-10-28,16:19,False,True
lawrence28,levinejennifer,2022-08-04,19:00,True,False
carlostorres,connerjose,2021-11-11,08:04,False,True
hernandezsabrina,dcollins,2022-11-29,22:50,True,False
angela81,escott,2021-07-05,06:44,False,True
elizabethlutz,cford,2023-02-05,20:00,False,True
dschultz,alexanderchristina,2022-07-16,10:27,True,False
eponce,cynthiamoore,2020-06-17,03:09,True,False
mendozamichael,dkelly,2020-07-06,05:18,True,False
roberttaylor,cory79,2024-01-04,11:39,False,True
wschwartz,briannaday,2020-01-28,08:24,False,True
robertfernandez,conniehayes,2022-03-12,01:07,True,False
jennifer10,mosleyrussell,2021-04-29,08:31,False,True
jessicabrewer,nmcdonald,2022-06-21,00:36,True,False
jenniferjones,westsophia,2022-09-22,20:50,True,False
vquinn,simmonsbecky,2020-11-22,05:20,False,True
rossgloria,jameschristopher,2022-08-25,05:04,True,False
leonchristopher,johnpadilla,2022-12-22,14:08,False,True
bruce07,taylorgardner,2020-01-06,03:13,True,False
vmarquez,helensantiago,2020-03-11,05:39,False,True
carrie06,lopezjustin,2022-05-15,05:51,True,False
joe10,clowe,2020-06-08,11:11,False,True
jessica92,dhernandez,2020-12-07,18:15,False,True
martin19,amylawson,2022-05-13,01:28,False,True
laurie65,ryan85,2023-08-04,01:40,True,False
stephanieshort,rachel76,2023-03-12,22:59,False,True
qmclean,brianwashington,2024-01-28,17:26,True,False
shelley06,josephmitchell,2023-12-26,01:54,True,False
browncolleen,randallsanchez,2023-03-17,00:47,True,False
caroline90,martinezsteven,2020-05-17,12:14,True,False
aaroncantu,thomaspatricia,2021-09-26,05:00,False,True
piercehector,lisamcdonald,2023-10-15,08:36,False,True
vlivingston,millercrystal,2023-12-26,00:52,True,False
zboyd,michellemarshall,2021-09-14,02:16,False,True
davidlittle,evan64,2023-10-13,17:38,True,False
wcoleman,gracesnyder,2022-06-05,19:57,False,True
ljones,rthomas,2023-04-19,00:26,False,True
williamsisabella,jerrymcmahon,2020-02-22,13:01,False,True
lindseysmith,veronica77,2023-01-23,11:45,True,False
travismartin,jcook,2022-09-17,07:00,True,False
ehall,gregory62,2023-07-28,23:19,False,True
carranthony,brianlewis,2021-12-02,01:03,False,True
johnathan20,jennifer45,2024-01-05,12:38,True,False
ana58,rodriguezrebecca,2021-01-27,00:26,False,True
cummingsshawn,yangmichael,2020-09-30,15:26,True,False
michael47,natashajackson,2020-06-12,09:30,True,False
annaramirez,robertbarr,2022-07-29,15:46,True,False
mwood,pgreen,2022-10-15,13:27,False,True
angela54,shatfield,2021-05-14,19:17,False,True
christopher45,nancyharris,2022-12-22,12:15,True,False
karlareyes,aaron59,2020-10-22,23:16,True,False
hollowayjason,xrosario,2020-12-15,09:37,False,True
bobbysoto,lisa77,2022-03-20,06:35,True,False
santanasteven,xcurtis,2023-07-27,22:27,False,True
santossierra,michaelhorton,2023-10-28,16:17,False,True
martincaitlin,fwiley,2022-04-24,00:14,True,False
sullivanjoseph,hwarner,2020-10-03,18:41,False,True
joannachavez,gilbertrandall,2023-09-09,21:57,False,True
glara,rbridges,2024-03-07,23:32,False,True
anna65,whitealexander,2023-09-19,17:22,True,False
jeremybooth,brownlindsey,2023-06-15,11:28,True,False
amy88,ujohnson,2021-11-12,01:36,True,False
mahoneyrebecca,hodgeskendra,2021-01-03,05:01,True,False
james10,dalvarez,2023-01-30,19:24,True,False
jeffroberson,mariojones,2022-12-01,15:55,True,False
jenniferjones,andreakelly,2020-09-10,09:35,False,True
xboyd,robert93,2022-10-30,18:35,False,True
michaelanderson,websterjeffrey,2020-12-23,09:35,True,False
jacob39,zlopez,2022-09-18,21:31,True,False
sheridean,debra35,2023-03-23,03:28,True,False
floreswillie,harmonamanda,2020-06-02,10:43,False,True
currymegan,chaseheather,2020-06-11,15:00,True,False
oward,anthony74,2020-11-27,21:22,True,False
ehunter,jonesmelissa,2020-03-29,11:09,False,True
kristine17,alvarezcourtney,2022-02-15,11:41,True,False
christopherbaker,reynoldsjason,2021-06-24,19:54,False,True
wileymichelle,mackenzie48,2021-11-25,12:46,False,True
fieldsamber,kthomas,2023-07-18,02:24,True,False
ramirezbenjamin,wmiller,2023-12-02,08:55,True,False
scottcuevas,paul03,2023-10-06,16:18,True,False
douglas90,brownlinda,2020-10-02,19:45,False,True
lcabrera,rebeccaburns,2022-05-06,15:10,True,False
wmayer,jennifer10,2023-06-23,14:40,True,False
hjefferson,susan10,2021-03-06,20:28,False,True
umora,andrea55,2021-02-19,05:51,False,True
fhunt,harriselizabeth,2023-05-13,13:35,True,False
romerobrian,ramoskatherine,2020-06-25,08:05,False,True
flowersbrett,mark57,2022-04-19,14:30,True,False
shawseth,laura91,2020-10-21,05:24,False,True
jonathan22,cmcclain,2024-03-02,07:14,False,True
williamfreeman,sthompson,2023-03-25,03:10,False,True
parkdonna,cking,2020-04-09,12:44,False,True
jacob39,michael01,2021-12-25,11:05,False,True
rogersluke,stewartandrew,2023-04-07,00:58,True,False
lmorton,jimmy57,2023-03-25,00:10,False,True
cooperjoshua,fharvey,2020-10-12,09:11,False,True
alexanderjeffrey,blevinsmadison,2021-09-29,22:03,True,False
michael65,patricia25,2022-11-08,18:40,True,False
gerald61,karen29,2022-04-11,16:04,True,False
timothy46,lweaver,2020-06-09,15:19,False,True
fmccoy,codymayo,2022-10-24,02:39,False,True
caseyramirez,idixon,2021-10-20,03:21,True,False
ronald95,xschneider,2020-03-21,06:21,True,False
colinjackson,roberta58,2023-12-23,09:59,True,False
fergusoncarl,pandrews,2020-03-30,14:55,True,False
xmaxwell,patricklarson,2023-10-23,15:35,False,True
christopher70,michelleschmitt,2024-03-14,15:52,True,False
rchen,pcarroll,2021-05-02,02:24,True,False
huntryan,jessicawilliamson,2021-02-28,19:10,True,False
jennifer62,calvin05,2020-05-22,05:26,False,True
brandon26,vmiller,2023-05-20,20:42,False,True
hjohnson,glara,2024-02-12,16:48,False,True
sarahpotts,jeffreymarshall,2021-05-09,04:17,True,False
martin19,nshaw,2023-02-11,10:11,False,True
vlane,christopher32,2022-09-06,23:35,False,True
iporter,joannachavez,2021-12-11,15:45,True,False
lauriecooley,clarkejohn,2020-09-08,23:13,True,False
stevensondanielle,theresamiller,2021-03-25,07:02,True,False
martinjacqueline,dawnbird,2020-01-07,10:56,True,False
efarmer,jacobsrandall,2022-12-17,22:44,False,True
lhoover,clarkjillian,2020-11-04,04:48,False,True
brewermelissa,perrymichele,2022-07-24,06:24,False,True
sophia48,mwood,2022-10-17,17:21,True,False
buckpeter,tuckerashley,2022-11-13,02:50,False,True
timothy87,heatherwilliams,2022-09-23,21:31,True,False
garretteric,iporter,2021-12-22,15:24,True,False
farrellandrew,melissa79,2022-08-10,15:38,False,True
awebb,thomasjacqueline,2020-04-05,11:56,True,False
barkerjulie,brett55,2021-11-25,13:21,True,False
gatesmichael,james98,2022-03-23,10:03,True,False
davidsteven,judithkim,2020-09-02,01:28,True,False
peckeric,adorsey,2022-10-12,11:06,True,False
kedwards,terrance20,2021-02-02,01:44,True,False
gregory81,preese,2023-03-12,11:46,False,True
jonescraig,campbelljacob,2021-03-15,05:09,True,False
jennifer16,thomas33,2021-02-11,11:53,False,True
hpeterson,wayne36,2020-10-11,14:10,False,True
cmcclain,darrell29,2022-06-26,10:55,True,False
nlynch,mtucker,2023-12-05,00:24,False,True
patriciawoodward,raymondhughes,2023-02-02,19:27,True,False
jtorres,veronicamckinney,2021-09-04,02:32,False,True
mhaynes,zerickson,2022-09-27,17:47,False,True
sarahharvey,ramirezbenjamin,2020-04-23,18:12,True,False
hornejoshua,jamiecastaneda,2022-08-25,09:53,False,True
johnstone,nlindsey,2023-04-03,19:10,False,True
marknewman,priceandrea,2024-04-05,12:18,True,False
nicholsmatthew,jessecallahan,2022-11-27,04:11,False,True
derekmedina,alexanderterri,2023-03-27,04:28,True,False
louismitchell,rachelperry,2023-07-03,12:23,False,True
patriciabean,ewingcrystal,2020-12-19,00:09,True,False
oshields,douglas90,2022-06-01,20:29,True,False
morgancooper,lynn79,2024-02-14,19:20,True,False
alexisglover,timothy70,2021-01-19,01:17,False,True
tom10,loliver,2022-08-17,06:35,False,True
garzacassandra,tinathomas,2023-07-31,14:27,True,False
vsanchez,ovillanueva,2021-10-19,23:17,False,True
tiffany96,williamcase,2021-12-20,16:52,True,False
xwheeler,stephanieballard,2020-04-18,03:20,True,False
emartinez,jefferywhitehead,2022-12-18,07:56,True,False
joycejoseph,wlee,2023-05-22,10:06,False,True
charles70,pflores,2023-10-05,20:52,False,True
ssanchez,ibryant,2020-06-02,15:34,True,False
rbrandt,jeremyvasquez,2021-11-08,03:21,False,True
ageorge,michele96,2020-10-29,07:42,False,True
chris82,xowens,2020-08-18,07:43,True,False
ycarlson,randallsanchez,2023-09-23,16:04,True,False
zreynolds,christyhorne,2021-02-22,06:40,True,False
josebutler,mpace,2023-04-20,09:34,True,False
wilsoncourtney,hallbrandi,2023-01-07,07:20,True,False
patricia70,steven06,2021-12-05,01:51,True,False
cgordon,alexander18,2023-04-11,11:49,False,True
osmith,jjackson,2022-04-14,22:44,True,False
mariojones,jeanettehughes,2023-11-29,05:59,False,True
roachvirginia,smithmaureen,2023-09-10,08:01,False,True
wnewman,john57,2023-01-28,00:42,False,True
kaylalee,davidrobinson,2022-04-16,17:23,True,False
brandon19,fullerrobert,2022-02-15,00:23,True,False
anthony15,roseanthony,2022-09-09,03:19,True,False
ashley58,ashley71,2023-03-28,21:34,False,True
heidi45,kflores,2021-08-20,02:30,True,False
samantha52,edward64,2022-10-13,05:14,True,False
jerrybarnes,jacksonwendy,2022-11-26,02:20,True,False
cartertheresa,bdougherty,2024-01-19,01:56,False,True
kathryndiaz,rachaelpatterson,2022-12-31,17:00,False,True
phernandez,lopezchristopher,2022-05-04,02:21,True,False
william51,crossdenise,2022-10-25,01:36,False,True
jamiegarcia,jkline,2020-02-06,19:36,True,False
jennifer16,codycarter,2021-08-08,01:03,True,False
ashleyhunter,hardyregina,2022-06-08,11:50,True,False
reedaustin,ramirezsherry,2021-05-03,03:24,False,True
jeremywilson,vdickson,2024-02-28,02:36,False,True
iweeks,monicamurray,2020-12-26,05:07,True,False
brandyvaldez,mrhodes,2023-08-06,07:00,False,True
qmadden,wliu,2022-09-05,00:52,True,False
jeremyvasquez,bennettryan,2023-04-10,22:00,False,True
anthony80,stanley86,2020-08-03,03:37,True,False
mary28,obarrera,2021-12-03,08:25,False,True
hardymitchell,qleonard,2023-04-05,10:52,False,True
bbates,paigebutler,2023-08-05,03:54,True,False
flarson,petersonstephanie,2021-05-13,09:28,False,True
hturner,jwalker,2023-10-01,05:47,False,True
belladam,patrickmeza,2024-01-17,08:33,True,False
edwardsmichael,jessica52,2022-01-04,10:57,True,False
shelby19,mary51,2023-12-13,07:20,False,True
daniellemay,blairtim,2020-11-30,20:33,False,True
latoya91,kimberlymcdonald,2024-03-05,18:13,False,True
james43,lopezdanielle,2021-07-17,12:39,False,True
rkelly,jessica23,2022-07-06,10:22,False,True
annagarcia,angelaconner,2022-09-24,07:47,True,False
fieldsdebra,gibsoncrystal,2024-02-01,03:02,False,True
jacobsann,melanierobbins,2022-11-18,03:47,True,False
ncervantes,veronicatorres,2023-10-27,09:45,True,False
nicolebailey,ashley56,2022-04-20,20:19,True,False
matthewwilkerson,taylorjulie,2021-08-14,10:37,True,False
christinahorton,wrightbrent,2022-08-18,05:57,True,False
alexisparker,kylebrooks,2023-01-21,20:46,True,False
susanmercado,dnorton,2023-05-02,19:45,False,True
scott10,rebekahclayton,2020-01-25,05:22,True,False
ashleybradford,poolekimberly,2023-09-21,19:37,True,False
ryansmith,derek80,2022-06-11,10:28,False,True
smithrenee,emiller,2021-02-09,22:03,False,True
maria86,petersonallen,2023-03-31,21:11,True,False
browntravis,pkirk,2020-03-04,12:57,False,True
kimberlysmith,walkervirginia,2022-10-24,11:13,False,True
matthew81,haneysusan,2022-06-29,01:58,True,False
nicolesmith,hooverronald,2024-03-21,08:40,False,True
bsutton,volson,2023-07-01,03:02,True,False
josephbeard,fsolis,2020-10-06,10:44,False,True
jeandavenport,millertheresa,2021-03-16,15:23,True,False
lsanchez,coreyandrews,2023-07-16,05:22,True,False
kimberly07,jgilmore,2022-10-30,01:17,False,True
alexanderlopez,mwilson,2021-07-08,16:30,False,True
amatthews,vkirby,2022-05-17,15:19,True,False
adam57,jonathanwilliams,2023-02-05,08:22,True,False
mwright,bryan52,2020-02-07,10:47,False,True
jacob41,kevinwhitaker,2020-11-24,23:39,True,False
jcarr,lisabaker,2023-09-11,17:34,True,False
ofletcher,aliceparker,2023-11-17,07:36,False,True
maciasnancy,williamsmary,2020-07-30,05:03,True,False
catherine96,josephgeorge,2022-04-20,23:16,True,False
tiffanyroberts,jacksontiffany,2023-02-08,13:24,True,False
marcuscross,jonathan21,2021-08-01,22:12,True,False
pallen,rebeccagardner,2020-06-18,02:37,False,True
xmaxwell,brettsloan,2020-07-19,12:16,True,False
jpowell,collin21,2022-06-27,04:44,True,False
cynthiamoore,jonessharon,2022-10-17,10:07,False,True
fjuarez,nicholasweaver,2023-05-20,09:12,False,True
amanda46,nchung,2020-09-06,02:48,False,True
alison08,lrogers,2022-02-10,23:24,True,False
deborah56,oknox,2022-11-09,08:33,False,True
nicole28,alison08,2022-06-23,02:40,False,True
christinegarner,coltonmartin,2023-03-06,04:30,False,True
kanemichelle,fyoung,2020-01-14,01:02,True,False
lucaspaul,david83,2022-04-25,05:28,True,False
cbaldwin,aquinn,2021-02-27,13:19,True,False
figueroarachel,wmitchell,2022-08-26,00:40,True,False
davidmartin,haleyperez,2023-12-22,07:16,True,False
zerickson,shannon67,2022-06-06,10:37,True,False
campbelljennifer,michaelwheeler,2024-01-31,12:42,False,True
mark26,lopezkimberly,2022-07-13,22:02,True,False
jamespitts,deborah21,2020-07-04,00:15,True,False
fwilson,craighoffman,2022-03-16,01:51,True,False
fedwards,danielgutierrez,2022-10-26,17:20,False,True
lisabaker,jacksoncarla,2023-11-24,10:06,True,False
twilliams,garrettdonaldson,2022-04-12,06:23,False,True
michael95,sara95,2022-04-06,22:00,False,True
ianbrown,sandra64,2021-03-01,15:58,True,False
rodriguezkathryn,whitney47,2022-08-24,07:22,True,False
jnorris,charlene90,2022-10-25,00:33,True,False
hgarcia,bsandoval,2023-01-31,03:03,False,True
austinharris,williamswilliam,2021-07-20,17:08,True,False
matthewbennett,taylorshaw,2022-02-06,14:21,False,True
jlong,louis94,2021-03-21,01:00,False,True
mbaker,anthony56,2023-07-19,10:12,True,False
krista13,kellermatthew,2021-12-29,09:08,True,False
smithjeffery,amy88,2022-10-27,06:36,True,False
stanleybrooks,nbrewer,2020-05-10,00:41,True,False
rwhite,youngrobert,2020-12-18,18:49,False,True
kramerryan,meganserrano,2021-03-10,18:22,False,True
martincaitlin,david98,2024-01-30,16:51,False,True
silvadouglas,donalddaugherty,2022-10-20,00:40,False,True
xwilson,ashleymartinez,2020-05-17,03:08,False,True
kayla50,donna17,2021-09-10,13:33,True,False
zrowe,jamiegarcia,2022-11-16,19:28,True,False
bellchristina,john76,2022-02-12,15:05,False,True
stewartrebecca,kellyscott,2020-11-17,12:48,True,False
joshuayu,james29,2023-05-04,13:00,False,True
abarrera,juan75,2020-07-01,02:06,True,False
stonejeremy,qhorton,2023-05-19,13:51,True,False
lori51,heatherkim,2022-08-12,23:33,True,False
xwallace,silvanicole,2023-10-24,17:26,True,False
salasjonathan,treilly,2023-05-03,22:24,False,True
michael27,matthewjohnson,2020-11-13,09:52,True,False
yjordan,odomryan,2020-07-09,11:13,False,True
robertsonpamela,cgreen,2022-05-17,13:48,True,False
williamstafford,russellrobert,2020-11-27,09:57,True,False
jared57,caseyramirez,2022-07-30,18:41,False,True
sarah24,oherrera,2022-09-03,17:39,False,True
cruzjill,kelly52,2023-01-13,09:52,True,False
william19,reyesconnie,2022-12-08,12:27,False,True
ryanbryce,gibsonlori,2022-09-27,13:30,True,False
shelley28,amy88,2022-07-10,20:53,False,True
ecarpenter,nicholasparrish,2021-11-02,00:31,True,False
michael07,zbass,2020-03-23,14:35,False,True
teresa80,princebrian,2020-08-12,09:24,True,False
williamsonelizabeth,hollyvega,2020-08-27,02:30,True,False
ilong,samueljefferson,2021-05-06,13:59,True,False
monicamurray,linda87,2020-07-04,04:43,False,True
rachel62,patriciarobinson,2020-04-05,13:38,False,True
qgray,marcus30,2020-09-28,20:36,True,False
vmarquez,larrybrown,2022-03-31,21:32,False,True
beckbrenda,zacharycarrillo,2021-09-14,03:47,True,False
smithmanuel,michael83,2020-01-06,14:32,True,False
bwatkins,briana08,2021-10-30,07:50,False,True
cervantesgregory,michaelsutton,2021-10-15,04:47,True,False
andrew83,hurleyjennifer,2020-01-12,03:28,False,True
cford,juan11,2020-09-14,16:26,False,True
vegajohn,ashleybray,2021-12-14,16:10,True,False
sierra26,wrightbrent,2023-08-17,13:23,False,True
webbbryan,christensengail,2023-12-19,15:37,True,False
kayleegarcia,jenkinsbradley,2022-03-26,20:16,True,False
loganprice,jacobsrandall,2022-12-20,12:16,True,False
patricia14,bmorrow,2024-03-12,04:43,False,True
garciatiffany,jacobberg,2020-01-15,09:09,False,True
steven06,otran,2024-03-21,19:24,False,True
jensenluis,eugene49,2023-03-12,15:40,False,True
laura10,lesterbrooke,2022-11-04,17:27,True,False
vbarajas,henrybrandon,2020-08-19,16:15,False,True
milleredward,dylan10,2022-06-06,00:31,True,False
robertlowe,lunadenise,2020-01-28,08:30,True,False
zwhite,pklein,2020-12-28,21:17,False,True
amandasmith,lmichael,2024-02-19,15:31,True,False
adamsandrea,bradymary,2021-04-02,13:50,False,True
linda87,cynthiacoleman,2022-08-30,09:15,False,True
rebecca93,nortoncheryl,2020-05-02,02:33,True,False
haynesjessica,brandi74,2020-07-21,18:31,True,False
kari05,stephanie83,2022-10-18,02:37,False,True
icampbell,estradaelizabeth,2020-09-26,22:51,True,False
vegafelicia,grossapril,2023-08-12,14:53,False,True
matthewbeck,patriciawhite,2022-03-20,19:30,True,False
coxerica,tbishop,2022-05-28,16:45,False,True
slin,smithmaria,2022-03-16,15:50,False,True
danielreed,ypalmer,2023-10-24,21:43,True,False
rebecca13,brownlindsey,2020-03-22,10:51,False,True
rallen,michaelcruz,2020-06-09,11:15,False,True
fieldsamber,roblesmichelle,2024-03-12,16:16,False,True
rdonaldson,sarah87,2021-09-29,02:58,True,False
fwilson,stewartrebecca,2022-05-15,19:08,False,True
jamesmartinez,tammy00,2021-12-04,05:37,False,True
jared35,jeremymoyer,2023-03-02,15:08,False,True
karen48,emiller,2022-02-28,01:00,False,True
frank39,yreed,2020-06-12,17:44,True,False
samantha15,gallowayjames,2022-04-26,07:06,False,True
smithrenee,julie86,2022-08-20,08:31,False,True
ghicks,vgriffith,2022-06-08,16:20,True,False
kevin90,rojasbrian,2021-07-19,06:44,False,True
qmadden,johnwilliams,2023-09-15,17:39,False,True
brennannicolas,scottthomas,2024-03-29,08:50,True,False
victoria41,lopezchristian,2020-04-22,03:08,False,True
suarezjennifer,joshua63,2020-07-30,08:28,True,False
marie02,vazquezlarry,2023-10-06,18:05,True,False
brian52,wattslynn,2023-03-22,00:20,False,True
vgriffin,annakane,2022-09-09,02:50,False,True
lgordon,megan86,2020-09-08,01:29,True,False
bankstyrone,dfletcher,2020-07-07,03:54,True,False
amendoza,ichan,2022-06-21,20:57,True,False
brian52,vlong,2020-12-13,19:24,False,True
wgreen,susan51,2021-02-03,12:59,True,False
timothy02,samuel09,2023-10-26,18:13,True,False
pamelajones,rebecca61,2020-04-20,12:17,False,True
stephanie83,anaschneider,2023-08-04,19:55,True,False
qberger,elaine48,2020-05-20,03:20,True,False
sarahshields,daniel09,2023-06-29,19:49,False,True
tuckerjohn,robert50,2021-07-17,09:30,False,True
codyreid,echandler,2022-10-21,18:12,True,False
alexander77,morrisonmichelle,2022-08-23,21:39,True,False
lindamcdowell,smithjonathan,2022-06-20,18:39,True,False
alexisparker,andrea79,2020-02-14,07:32,False,True
rodriguezkathryn,theodoremcdonald,2023-05-10,03:26,True,False
millergregory,annettekelly,2023-08-03,18:14,False,True
ttaylor,williamswilliam,2020-02-01,16:31,True,False
marie02,hwarner,2020-10-13,04:29,True,False
briggsangel,kelly56,2024-01-21,22:44,True,False
xware,earl91,2020-11-01,07:38,False,True
johnsmith,ambersmith,2020-11-01,10:32,False,True
mistysheppard,timothyjohnson,2024-01-21,11:41,False,True
anthony74,wking,2020-11-15,00:56,False,True
lisa77,joshuayu,2021-08-01,12:51,True,False
vwalton,patricia24,2024-01-08,18:51,False,True
lisacunningham,charlesjackson,2023-04-06,19:52,False,True
andrewsrick,ian21,2020-10-23,10:12,True,False
rachel21,elliottbradley,2023-09-27,17:15,False,True
twalter,feliciaoneill,2022-03-15,04:51,True,False
cummingsshawn,allensarah,2022-09-03,07:41,True,False
sgarcia,hallmichael,2023-10-27,11:09,True,False
johnwilliams,evan20,2022-01-21,06:51,False,True
heatherbrown,seth72,2021-12-31,07:12,True,False
hsmith,brian77,2024-02-01,16:55,False,True
vbailey,jacobwilliams,2020-08-24,08:33,False,True
carolynweaver,ugomez,2021-10-31,18:27,True,False
aaroncantu,hernandezjames,2023-12-27,05:18,False,True
kennethhale,johnclark,2020-03-28,02:26,True,False
brandon94,parkdonna,2023-11-03,05:59,True,False
ana58,kreed,2022-04-20,04:39,True,False
kaylanelson,twise,2020-10-28,05:12,True,False
velazquezmary,karenbryan,2020-12-08,00:26,True,False
smithbarbara,nicholas75,2022-08-29,07:18,True,False
karen29,sbrown,2021-04-28,17:12,False,True
aperkins,pamela95,2023-10-29,19:02,True,False
louismitchell,martineznicholas,2021-10-15,04:55,False,True
coxkeith,mark64,2021-11-20,17:32,True,False
norrisjennifer,jcook,2021-10-25,12:06,True,False
fitzgeraldalexis,elizabeth28,2022-12-08,20:08,False,True
esaunders,dkelly,2021-06-25,04:43,True,False
trannicole,cervantestara,2021-11-15,08:13,True,False
woodwardclarence,tammywilliams,2021-07-16,03:16,False,True
harrisrodney,tinajohnson,2021-09-04,05:57,True,False
nancy18,ryan23,2023-01-18,07:52,True,False
matthew82,scottjeremy,2022-06-26,15:49,True,False
jwalker,atkinsonmelissa,2021-10-17,18:48,True,False
christophersteele,cmartin,2021-06-25,12:14,False,True
