UserTag,TweetId,TimeStamp,HasMedia,HasPoll,Mentions
joseph75,vZxJtI,2022-04-28,False,False,"natashaodom,adamsandoval,daniel85"
trodriguez,Na,2022-02-16,True,True,"sarah53,molinashaun,ygonzales"
timothymorris,AuTQXlXZ,2022-04-23,False,False,"sharpangel,nicholasfitzgerald,phelpsangela"
andrew66,mKz,2020-06-17,False,True,"washingtonkimberly,ewilkerson,nward"
palmernancy,yO,2022-08-29,False,True,"aaroncoleman,xgonzalez,popemary"
michellenguyen,ZoLF,2021-10-13,False,False,"aharrington,rtran,stephanie36"
charles98,TPdFcS,2020-09-10,False,True,"edward98,brucelisa,xortega"
tmoore,EdSLHUE,2020-10-24,False,False,"anthonymichael,donaldleonard,kim29"
davidramirez,vmdmBNr,2021-04-23,False,True,"dale45,frostbenjamin,williamsdavid"
gfoster,XWrgOcB,2023-03-10,True,True,"amelendez,april69,blackmelanie"
murphylogan,IXJYkeX,2023-06-10,False,True,"katherine64,bryanwolfe,gpatel"
marywilliams,BoRtfL,2020-10-20,False,False,"rtran,david91,lori87"
masseyheather,mQKw,2020-02-24,False,False,"ashleywilson,christinayoung,kendramora"
jamesmoreno,YPyeM,2023-07-10,True,False,"blanchardbrian,markarmstrong,svincent"
osantiago,dBetbPRLhx,2020-02-18,True,True,"billgardner,xcarlson,hcross"
jessicarichards,FNB,2022-09-13,False,False,"joshuaorozco,harpertaylor,mcarey"
hbailey,gAd,2020-05-14,False,True,"davisnancy,pamela72,nrogers"
traceyschultz,QFEE,2021-11-25,False,True,"pwagner,calvin69,ggates"
travis22,zg,2020-12-11,False,True,"adamroach,davisvanessa,mary84"
wanda23,hKSnPshak,2022-07-30,True,True,"carmenmorgan,villarrealbrenda,kristincollins"
jennifermartin,GwRmAeFdP,2020-08-18,False,True,"rhonda74,christopher17,yheath"
henrydavis,XUygPwW,2022-02-19,False,True,"hopkinssara,vanessajohnson,harriselizabeth"
melissa49,IbOSpai,2023-12-15,False,True,"emilyscott,sophiamatthews,ashleybradley"
brios,OdHse,2020-07-14,True,False,"zimmermanjason,ucooper,michaelknox"
underwoodstephanie,lnyG,2021-08-13,False,True,"lori15,dwalker,lhenderson"
justinorozco,tyoS,2021-10-19,False,False,"coxkenneth,hicksjorge,april23"
mathewsronald,YnGs,2022-03-03,False,True,"mark67,alexis81,thomas49"
jenniferscott,Pmq,2021-05-10,False,True,"tanyahicks,hollowayjoseph,brandoncameron"
christine25,FIHEWItFd,2023-07-25,False,False,"zhall,cameronwright,gomezkathryn"
amandabarr,vXDHpKKzvL,2021-05-30,True,True,"robinsonpreston,xgreen,qgordon"
weaverwhitney,ITJpDaVdDT,2022-12-01,True,False,"johnsonmichael,deleonearl,plong"
huffmanmichael,DZN,2023-07-28,False,True,"davidmorales,kenneth39,tmoore"
savagejohnny,mjPufGD,2021-03-07,True,False,"stephen70,melindalewis,david82"
grahamkelly,YMT,2021-11-08,False,True,"stevenflowers,jamesmata,natasha48"
peter86,rqO,2022-10-29,True,False,"vbaker,jerry30,john86"
kathypeterson,rfxiq,2023-05-25,True,True,"samanthataylor,grossjennifer,jennabradford"
wyattdavid,JDVb,2024-02-09,False,False,"qbates,dawnjohnson,weberrobert"
caitlin78,UuWrmWte,2020-05-22,True,False,"longkim,davisdebra,lauren95"
cynthia19,cRnl,2020-04-04,False,False,"jnorris,sarahmalone,smason"
williamssherry,AWtffcOO,2020-06-04,True,True,"caitlincox,garyyates,gonzalezrobert"
ybutler,VlshpCkk,2024-04-05,False,False,"littlesteven,corey05,beth26"
vjohnson,xbRjC,2021-01-04,False,False,"dawn80,parkeramanda,qcollins"
adamsholly,MvOofcNlr,2021-12-10,True,True,"mariecain,jennifermartin,bclark"
clarkmelissa,lncDYO,2022-05-14,False,False,"josephnewman,lucas75,stephanie16"
pmckenzie,uprOYj,2022-11-06,True,True,"palmerjustin,camachochad,osanders"
omcdonald,zluHooHpDR,2024-01-27,True,False,"kevinhuynh,iguerrero,madisonalexander"
santiagomelissa,IHv,2022-12-21,False,True,"kevans,tom33,joneskenneth"
savagejohnny,cdEqZEL,2024-03-17,True,False,"catherinebrown,kylehuff,christina15"
phillipssherry,VTwVCxm,2020-07-10,False,True,"pamelathompson,lauriebyrd,cochrankaren"
hallchad,DM,2020-01-22,False,True,"omills,orobertson,gmills"
karen36,phqQTTJz,2021-05-09,False,True,"davidwelch,jmckinney,reginaldvalenzuela"
palmerjustin,WVPGkPVkmx,2020-12-22,False,False,"jacobkelly,caldwelljohn,jnorris"
thomasbriggs,hocef,2020-01-10,False,True,"rosenicholas,collinsashley,timothy15"
justinjohnson,tjbnI,2023-01-05,True,True,"danielliu,smithjason,jacksonchristopher"
ashleysanchez,UHIuqUDH,2021-02-05,True,False,"matthew05,james29,codyortega"
msimpson,GzOLlp,2021-04-05,True,False,"jennifersmith,gonzalezdavid,james00"
joseph15,XYzw,2023-02-08,False,True,"craigriley,molinaraymond,paul61"
usanchez,su,2022-04-03,False,False,"uriggs,annapatterson,eknox"
mossdouglas,BKCdn,2022-10-02,True,True,"adamrobbins,jonesaaron,sarahramirez"
stephencollins,AZZevcssJH,2021-12-30,False,True,"hmitchell,isabella55,mclaughlinderrick"
fernandezmark,zMhXEDSDd,2022-02-25,True,False,"xtaylor,william22,kellybrian"
wlivingston,ohGRukJeEO,2020-11-10,False,True,"iburton,powellbrian,joann01"
dunnjoseph,ctWtCjG,2022-11-29,False,True,"griffithjames,smithdavid,mcarey"
kkent,VsjPMb,2020-03-04,False,False,"william96,kimberlyaguilar,nancyanderson"
randall81,szslMgm,2021-12-21,False,True,"dspencer,xbrown,lrodriguez"
mcneilangela,tstd,2021-12-16,True,True,"brios,jasonholmes,davidpayne"
uparker,KplIpQ,2023-02-13,False,False,"carrie46,pacekristen,grivas"
joseph87,BbZIYTctb,2022-04-18,True,True,"alison46,jenna25,margaret33"
robertcohen,gf,2023-11-29,False,False,"dawnjohnson,john37,hannah32"
erica20,qqQVB,2024-03-09,False,True,"xhicks,wayne41,martinezchristine"
tylerhart,LXCIHoL,2023-04-01,True,True,"ann26,maureenshepard,xthompson"
danielsjean,yCw,2022-08-10,True,True,"millerthomas,jeffrey44,zwood"
jacob52,OheAnMns,2024-02-20,True,True,"katie43,clayanthony,joshuaorozco"
joseph75,cjxzJNVmfO,2020-03-31,False,True,"petersondeanna,robertjohnson,samuelhunter"
lopezmary,qZgzdz,2021-06-20,True,True,"ashleywright,john37,hhouston"
jessicacox,HFAPioA,2022-06-08,True,True,"oferguson,deckeralejandra,bennettandrew"
lisa71,kviU,2023-04-03,False,False,"bryannathaniel,mariabell,ericwheeler"
juliabrown,PEHkKjijh,2020-07-14,False,False,"diane76,marcus64,theresabeard"
parkvincent,iQulxO,2021-10-04,False,True,"jwatson,chapmanann,davidsonmichelle"
marthablack,NJenv,2021-10-20,True,False,"uelliott,robert05,mcculloughjames"
laceyhester,QXh,2020-06-16,True,False,"dchan,martinezmatthew,holdennina"
wallacekayla,fuHnyTynVZ,2023-07-21,True,True,"natalie76,hopkinsdeborah,edwin09"
peterbryant,NPySu,2021-08-07,True,False,"david82,larsonheather,leslie81"
derek12,YdVuuA,2023-02-10,False,False,"ywarner,christopherstein,prestondavis"
mcneilangela,MzYQNnA,2020-09-10,True,False,"amber13,garciarichard,edward98"
clamb,zKIG,2021-05-10,True,True,"pittmanedward,dylan33,vfry"
christopherlane,bFjwyOYj,2021-12-29,True,False,"jacobkelly,bradymelinda,dawn56"
iwells,TsGWxYDt,2021-04-30,True,False,"karen22,wsantiago,ncarpenter"
davidwerner,jGCOtonQV,2022-02-18,False,False,"blackmelanie,james03,greenjoseph"
cynthia57,sOBLfIbmL,2021-04-05,False,True,"amy56,jacob51,harpertaylor"
jmiller,sMi,2020-02-20,True,False,"youngkrista,stacypotts,tstuart"
heberttammy,WWw,2022-08-05,False,True,"qwong,collinsjocelyn,andrewodonnell"
codygiles,woNrQcIke,2021-03-17,True,True,"sextonnancy,tgill,john04"
daniel22,DuiTDjQPEL,2020-05-23,True,False,"gortega,jennifercruz,higginsbrittany"
ralphjames,LoSVgscz,2021-10-02,True,False,"umcneil,wlivingston,wanda23"
pmatthews,nengkxMw,2020-09-29,True,True,"denniswilliams,traceybass,makayla32"
john95,Gem,2023-06-11,False,False,"adrian12,skrueger,dustinthompson"
kelli95,qQecSNHN,2021-04-15,True,True,"wardsandra,william94,fmoore"
kenneth35,FGy,2024-02-13,False,False,"charlesmatthew,sydneymckee,leerobin"
yjones,JLCYNZ,2023-01-25,True,True,"ricardonunez,gbentley,danielle93"
piercekevin,YclfPt,2021-05-24,True,True,"karen37,imurphy,collinjohnson"
elizabethcabrera,BtzxcbAr,2022-02-01,False,False,"sharon84,deankatie,stephenssamantha"
carol29,ZDkF,2022-06-02,False,False,"amandarichardson,brian29,joshuajohnson"
phillipstravis,GMsyVNZQ,2023-01-07,True,True,"jacobshah,bakerhannah,clinton77"
michelle17,xxBN,2020-11-11,True,False,"quinnjames,benjaminklein,woodsmichael"
sallychandler,aU,2023-03-24,False,True,"joseph81,estevens,umyers"
reyesrhonda,cPYsimdQE,2021-05-06,False,False,"andrew25,jennifercruz,hannah91"
davidsonangela,LjLdTnopY,2024-01-03,True,True,"tanyahicks,mathewsronald,earmstrong"
sandra10,RaBunDyAR,2020-11-19,True,True,"christopherlane,travis99,washingtonsarah"
wyatt82,tUmuTAi,2022-08-22,False,False,"ywarner,vanessadickerson,hedwards"
gfowler,AWVDeXLeq,2021-08-18,False,True,"williamsjenna,jbrown,amelendez"
matthewlarsen,hTSCJKVtF,2024-01-29,True,False,"apacheco,lisa04,lukemendoza"
laura51,tlSNKPGZKl,2023-06-01,True,True,"gutierrezscott,jjones,steven57"
thomasjanet,Rlz,2022-02-16,False,False,"riveratimothy,bwilliams,martinezholly"
saragreen,UqNsvs,2022-01-27,False,False,"danielle28,gwilliams,derek71"
devonmartinez,vMIkAFQst,2024-03-18,False,True,"jacksonlori,donnabyrd,raymondburns"
youngalexander,WXoGJWRuGe,2023-06-08,True,False,"michael66,jeffrey16,william94"
jenniferdecker,SQvW,2024-04-10,False,True,"collinschristina,shelly13,christophercampbell"
jeffbrown,IPZ,2022-03-15,True,True,"nicoleking,tanyahicks,vsmith"
phammond,XRadDXu,2023-08-13,False,False,"chapmanbrent,martinchristopher,yweaver"
blanchardbrian,oAGiHPJji,2023-04-22,True,False,"kenneth42,shieldscrystal,savagejohnny"
russell78,jgCuXWjwc,2023-08-12,False,False,"qdaniels,burnsvalerie,barbarawilliams"
robinsondavid,SWVYcE,2023-08-21,False,False,"janetmullen,stevenjackson,lisascott"
hmedina,LYmBHr,2021-10-25,False,True,"sharon95,sarahgardner,clarkmichael"
blakeedwards,EGGwI,2021-11-04,True,False,"latoya84,cnolan,tranjoan"
bjordan,XXehPUS,2023-01-07,True,True,"stephanie59,karenyoung,mark27"
dianaryan,FJUHcjXImS,2021-08-17,True,False,"william57,dianathompson,gbentley"
tonyaclarke,yU,2023-03-31,True,False,"brandon70,sarah38,josephhicks"
brent07,kBcmzWSG,2022-11-24,True,True,"jkelley,megananderson,williamneal"
cynthia63,MZdHWzrEF,2022-01-07,False,True,"karen76,natasha19,bfuller"
xcarter,wpHJEl,2021-03-27,True,False,"hmyers,sherrybarnes,brian70"
agraves,tfbuqQr,2020-03-08,False,False,"wclark,jordanallison,glynch"
mary94,lZ,2020-09-13,True,True,"kristopherarmstrong,eric36,melissawhite"
cooperroberto,uxmOK,2023-07-20,True,False,"bradleylewis,glenn05,marthaflowers"
carrie46,jYJJwig,2021-12-13,False,True,"alicia14,lawrencejanice,ronaldhayden"
martinchristopher,ln,2021-05-16,False,True,"susan11,nguyenmonica,kholmes"
mcneilangela,HaqNEiPa,2022-11-18,True,True,"alyssa09,blanchardbrian,whouston"
peter51,FWAd,2021-03-30,False,True,"chrisnelson,danieljones,josephjones"
shelby47,zuOPeOma,2020-06-08,True,False,"christensencaitlin,mooreelijah,howardtaylor"
brettweber,rFYBhShOVp,2022-12-18,False,True,"matthew49,gonzaleskrystal,frederick16"
dawsonbrian,ULikPbfMN,2020-01-08,True,True,"eric78,stokesjesse,thoover"
timothymorris,RgoF,2020-01-29,True,True,"bbrown,nicholas67,kholmes"
dhernandez,Jutq,2020-09-28,False,False,"ubarr,nathanielarmstrong,mariah07"
moraleschelsea,zULdtVdV,2020-06-17,True,True,"hedwards,osbornesheri,matthew49"
mark27,DigMFh,2023-10-09,True,True,"timothy69,darrenmendez,julie69"
john41,GxOMagnOd,2022-12-11,False,True,"jessicacox,charles98,lucasmartinez"
xjohnson,ysrpxORebO,2021-08-26,True,True,"michaelschultz,iwells,stephanie16"
jacoboliver,qGH,2021-01-27,False,True,"crystallee,lisa71,heatherwilson"
blackmelanie,inHOMpX,2022-09-09,False,False,"derekgonzalez,fischerpeter,cassandra12"
wyattsmith,tslUYVE,2022-05-04,True,False,"jamiemcdonald,kathryn91,jordangarrett"
santiagojason,cUeHpQ,2022-11-24,True,False,"christopher59,haroldallen,campbellbrenda"
anthony77,uvlOLjTV,2021-11-06,True,False,"thompsonleah,davidnguyen,caitlincox"
usharp,boQTf,2024-01-09,True,False,"scott53,kelly85,matthew06"
christyriley,xrBnyWZ,2021-11-24,True,True,"cynthia01,cortezanthony,gloverdanielle"
cvilla,LnXhHDfDQ,2021-01-13,True,False,"acampos,proctornatalie,kellyschmidt"
stephanie99,tQTFh,2021-09-22,True,True,"caitlin78,peter11,ryan61"
brownallison,hKbZkGoJ,2023-03-16,True,False,"anna51,mjones,vriley"
fullercarlos,DN,2023-03-21,False,True,"joshua76,michelle30,meganjackson"
myerskimberly,avpFSNE,2022-10-24,True,True,"obradshaw,markdouglas,rtran"
carsoncatherine,erQWUxpUt,2021-01-03,False,False,"davidmoore,paulasmith,harrisregina"
keithterrell,PhEB,2020-09-14,False,False,"phillipssydney,nicole84,justinsosa"
zacharysmith,HnVw,2021-08-18,False,True,"pwatson,wilsonrebecca,ihowe"
carla15,CNPTYsC,2024-02-22,False,False,"duartestephen,willisjohn,tboyer"
samuelhuang,pPIdSwDv,2022-03-15,True,False,"brendanwest,frederick16,lewisrobert"
tvazquez,xOyWubGQP,2020-08-24,True,True,"thomassantiago,martinkristi,barbara40"
cindyhenderson,xsZ,2022-03-14,False,True,"hooverlaurie,gwells,hallbruce"
xnunez,bINUkTZq,2021-08-31,True,True,"gutierrezleonard,jwilliams,melissajoseph"
murphybailey,Sxrx,2023-08-04,True,False,"nancy77,faulknerphillip,jennifertaylor"
lindsay06,fEkNWsutcJ,2024-03-22,False,True,"cory28,waltonbrandy,davidwerner"
jessicalopez,cNhOFPBSYR,2021-06-03,True,False,"brooke36,pricekenneth,geraldyoung"
steven57,xgrLgA,2022-06-12,False,False,"hannah31,xcarter,justinjohnson"
lance17,jGuIx,2023-03-25,True,False,"hcross,vriley,nicholaswilliams"
evansmarc,gqbyiigCc,2022-12-22,False,False,"andrew68,proctornatalie,justinorozco"
joneswilliam,zMu,2020-09-01,False,True,"haynesbrian,flara,jeaton"
donna19,clE,2020-02-18,True,True,"timothy56,amyschaefer,larryjones"
rpierce,zXPQW,2022-08-14,False,True,"klinejacqueline,stonegregory,pamela72"
jonathanhouston,HRhWpt,2023-12-15,False,False,"jennifer96,casemichelle,mhahn"
alexandria45,hFQWiFVgl,2024-03-10,False,False,"nwoods,mary53,gonzalesandrew"
dustin85,VZRl,2022-05-19,False,True,"alison46,blackwalter,philip94"
raymondbowers,DboVrvC,2023-05-11,True,True,"fitzpatricknicole,johnathanmiller,carloswilson"
erinmejia,Hizw,2021-07-18,True,False,"solissandra,aharris,upayne"
tyleranna,mx,2021-11-19,False,False,"williammedina,christina73,rileyvictor"
santiagojason,xEBbGtjxj,2023-02-16,False,False,"otucker,angela01,portiz"
johnsonpatricia,mJB,2022-09-01,False,False,"michaelfitzgerald,amywilliams,weeksalexandra"
crussell,ge,2023-06-30,True,True,"marcus20,feliciareyes,oanderson"
nancy43,DYr,2023-10-21,False,True,"robertholt,philipbush,lynn80"
melvinhines,PwdbYAl,2021-10-19,True,True,"brent07,jeffrey44,brittanymurphy"
michellewilliams,oPina,2021-12-06,False,False,"jonathancarroll,fcarson,scottshaw"
erikapowers,pnIy,2020-04-17,True,False,"kelly42,willisjohn,jwhite"
scott84,OFeEehml,2021-08-29,True,True,"dalvarez,esalazar,ewright"
gregoryjones,EZFrxnsw,2024-02-03,False,True,"nicholasarias,janice94,gina04"
hmartin,psGE,2020-12-23,False,True,"morrismarissa,sarahlopez,jessicamathis"
zreyes,XDzKZGez,2024-03-17,True,False,"tracycox,millershirley,williamschristopher"
davidnelson,AKxsAxcjR,2020-07-21,False,False,"williamsjared,laurenford,sanchezcorey"
charlesmurray,CmE,2021-12-13,True,True,"jacob74,alyssa09,benjaminreed"
zbailey,QI,2023-09-02,True,True,"travis99,cbates,kellyclaudia"
brian97,mvsXj,2020-09-21,False,False,"john06,cheyennemcbride,aaronzimmerman"
owenashley,jdZrKoxiAk,2024-01-01,True,False,"wpittman,john10,jessica83"
steven89,zssEh,2021-07-22,False,False,"amandagonzales,hbaker,robertsantonio"
christophergreene,bGXZeAgW,2022-09-22,False,False,"toddjames,deborahhorne,rachelstanley"
margaret33,vFYXN,2023-09-27,True,False,"zachary03,cody41,darrenmendez"
gatesdennis,kMmx,2021-03-29,True,True,"brivera,jeffery31,burkejeffrey"
aaronlewis,yYkciuq,2023-09-28,True,True,"deborahrussell,freemanjamie,angela15"
cjohnson,DuBKJzf,2022-03-31,False,False,"brittanylee,laurie92,kristi07"
hortontravis,biklQHOjmb,2022-02-11,True,False,"davidrivera,xsimpson,melissavargas"
wcowan,qiMoCEy,2022-02-22,True,False,"bdiaz,judithwilliams,katherinesaunders"
egates,gAXSKNh,2021-11-08,True,True,"mariaevans,prestondavis,stephenssamantha"
susandaniel,KuzURWMQB,2022-06-04,False,True,"susan40,heberttammy,cbaker"
davidpatel,OjeScTB,2023-03-27,False,False,"mary03,charles98,johngreen"
lopezmichael,gUHJuE,2020-10-31,False,True,"angelabowers,keithholder,mdavis"
scott97,rs,2023-05-24,True,False,"suzanne03,kendrahuff,lauren21"
amber97,YgcZfz,2021-01-26,False,True,"lawsontiffany,julia50,robert97"
karen37,rjXFwzHUg,2024-02-18,False,True,"daviskevin,johnsonjacob,tammy04"
lauren30,SLFGaSEf,2022-06-13,False,False,"gstrickland,operez,gregorytaylor"
vwalton,sYDqZB,2022-02-02,True,True,"garciaglen,kristenferguson,andrewgonzales"
ndennis,EBHmjeEhq,2020-02-09,False,True,"dawnguerra,tina24,juliehardy"
mterry,TVEl,2021-08-19,True,True,"qgordon,operez,vcochran"
angelaramirez,gbSnxfJe,2020-04-09,False,True,"benjamin91,jerry37,jeffreyreed"
zromero,PdXKspztpC,2022-02-11,True,True,"thompsonleah,bennettjames,lorrainelang"
trangel,iNey,2022-03-25,True,True,"cortega,judithromero,fwilliams"
ruizstacy,jOCkxCG,2023-03-08,True,False,"alvareztimothy,lrussell,robertosharp"
william21,PehnsZ,2023-12-23,False,True,"richard84,pmatthews,moorejason"
aprilpena,fMYQmYcOZ,2020-05-27,True,True,"njohnson,smithlauren,richard84"
gregorycline,EFaSShp,2023-07-31,True,True,"lpotts,maryballard,smithoscar"
awilson,APg,2022-09-05,True,True,"rachel57,ashleybradley,hrowland"
zlevy,LTbFXcjSb,2022-02-20,False,False,"matthew83,fgray,natasha48"
johnscynthia,cjd,2023-07-30,False,True,"deanna52,cdiaz,murphybailey"
woodjared,lizni,2023-01-19,True,True,"smason,codybaldwin,brett48"
corey05,GQ,2021-04-27,False,True,"clarkmichael,longkim,jorgejones"
john10,wSwKaP,2020-10-15,False,True,"kmcdaniel,sandra19,darrellfowler"
vanessadickerson,tVPTCj,2020-11-09,True,True,"cblanchard,tiffanycoleman,sarah06"
haynesbrian,UkNZDaHq,2021-06-04,False,True,"uberg,brendajimenez,sean75"
christianharris,ibOEkcs,2023-11-08,False,True,"lherring,kelleydavid,dale45"
cynthia19,TJDBY,2023-03-27,True,True,"quinntheodore,emily98,baileyrobert"
thomas76,LLRTIPZ,2021-01-13,True,False,"lmurphy,gonzalesandrew,isabellabrooks"
ladams,EWZl,2021-05-08,True,True,"prestondavis,cball,jennifer12"
xhahn,or,2020-04-01,True,True,"wrightluis,lrosario,perezlori"
klee,wxQqdyBrXR,2021-01-30,True,False,"costaemily,kristinpalmer,christine03"
blackmelanie,wm,2020-07-10,False,True,"mossdouglas,chavezmelissa,billy57"
deborah60,ANFtIlzZe,2020-12-29,True,False,"jessica15,qramos,laurenfisher"
whowell,coZHesafa,2021-03-30,False,True,"gcurtis,rhonda74,blankenshipscott"
jasonvalencia,qVwiOjcyAK,2022-11-17,True,False,"ynelson,rhartman,reginald48"
margaret33,tEnNBBtt,2022-06-21,False,False,"juliestephens,john03,knightlynn"
pgraham,cRaVOuAi,2021-10-06,True,False,"cantukristy,robertjohnson,william85"
william59,wKYKvzwFrp,2021-03-10,True,True,"bobby05,ejackson,ytate"
uhenderson,tXSz,2020-02-27,True,False,"david91,xdean,wwright"
richard74,rKafrikgaG,2020-12-27,False,True,"pamela93,gonzaleskrystal,vcochran"
icisneros,KQH,2020-02-16,False,True,"teresa04,nesparza,zreyes"
lauren94,hdpg,2022-03-03,True,True,"feliciajames,torresjason,brittanymontgomery"
collinschristina,kniCDnAnNE,2023-07-31,False,False,"ethompson,riveratimothy,ywalker"
katherine54,Esyhtw,2020-01-10,True,True,"lchapman,lori15,brenda31"
ramseymichael,AYCA,2022-06-11,False,True,"brittany81,kevin52,floresjulie"
kevinhill,jhTRgBf,2023-06-15,True,True,"pdouglas,christophermorris,suttoneric"
dianapope,quGNYPvGJ,2024-03-17,False,True,"brownsonya,mcleanamanda,dianapope"
lfernandez,UOCXPB,2022-03-03,False,True,"westdonna,ryan70,robert19"
hubersylvia,Saw,2024-02-01,True,True,"zrowland,mcintyrewilliam,ponceamy"
williemason,CVwvq,2020-04-18,False,False,"santoskimberly,danielle55,matthew54"
woodsmichael,qAD,2021-04-17,True,True,"christopherlane,cooperchristina,mgardner"
qwilson,fj,2022-01-21,True,False,"russellemily,andrewstanton,ununez"
olee,RZS,2020-11-08,True,True,"ubarr,carrie46,stevenflowers"
brooksjamie,wACAncC,2024-02-09,False,True,"kennethsimpson,michaelcastillo,nelsonpatricia"
zcruz,NV,2020-03-25,False,True,"morganbecky,salasjeffrey,jeffrey14"
melissagarcia,pWnVG,2022-03-09,False,False,"debbieroberts,michael43,judithwilliams"
aguerra,hMMhMLbsk,2020-07-10,False,True,"jose93,ramseymichael,faithfox"
eric22,FJFLaLlJme,2023-07-20,True,False,"marisa62,victor15,tammyferrell"
megan77,gbmAfEEiMq,2020-01-17,True,True,"andrewpeters,orozcojacob,pricebrandon"
tonya84,VrjduPMKR,2023-05-19,False,False,"munozsergio,phillipssherry,mnovak"
wyatt40,WPz,2021-05-19,False,False,"morgansanchez,yweaver,rodriguezanne"
bjohnson,DtxxBEy,2023-05-27,False,True,"rachelhooper,cbrown,dfranco"
zacharygray,bjKDxy,2021-10-27,True,False,"donna37,tanyahicks,xdavis"
davisnathan,IOAicRwLfB,2021-04-30,True,True,"dchan,sandrawagner,vwhite"
hrodriguez,dS,2020-11-27,False,False,"michelleharvey,englishchristina,courtneylopez"
kmyers,AZtOnZoTNa,2021-01-28,False,True,"fgraham,ronaldhayden,georgeyolanda"
hcross,Hu,2022-02-05,True,True,"morgan89,eroberts,catherine71"
jacobkelly,XElbTJ,2020-09-30,True,True,"mathew99,cherylwhite,tyler28"
pyates,APdwkOJd,2022-01-08,False,False,"jamie85,ethan94,robinsondavid"
melissawalton,mTPxCpZC,2023-10-13,False,True,"wendy90,sarnold,caldwelljohn"
imitchell,xxSyKzvMXZ,2022-08-15,True,False,"agarcia,richardsonjohn,eric01"
mwashington,JZwkB,2022-09-11,True,False,"vknight,wleonard,duartepatricia"
ymoore,kKw,2020-02-16,True,True,"flara,birdseth,matthew29"
barbara57,SacQ,2023-12-13,True,False,"jamesbaker,matthewrobinson,rodneybecker"
sandrabowers,CFciyt,2020-04-26,False,True,"cbates,qwalton,clarkmichael"
craig48,CkeBx,2023-07-01,False,True,"alvarezjennifer,zrowland,cynthia63"
lauren21,yffkDrv,2020-11-23,True,False,"sandrawagner,stephaniesmith,owenjasmine"
phuff,PQgRILqFw,2023-03-10,False,True,"xshaffer,logancarrie,harrischad"
danmorrison,FKrwXRBb,2020-11-27,True,True,"zachary03,william60,wandadiaz"
obrady,WkhjQuds,2020-07-14,True,True,"tracey86,brownlisa,gordon20"
brianwolf,oUBBPOOnWw,2024-02-24,True,False,"destinyperez,qherrera,padillamichael"
hamptonnicole,HZXmNFPn,2020-04-15,False,False,"lauren21,yhammond,amanda16"
christian43,CKLTYLuOcZ,2020-02-22,False,True,"iparsons,amandagreen,riverajennifer"
jennifer74,AynyXgq,2022-10-05,False,True,"amber97,caitlin16,leestephanie"
alexandercarolyn,KowrvRUf,2021-11-17,False,False,"jennifer84,pmartin,joshua11"
dawnbarajas,XgGPUxEkRY,2020-07-13,False,False,"koconnor,helen31,yhenderson"
courtney48,erHCOs,2021-03-13,False,False,"justin18,xhicks,bakermolly"
moorethomas,IYjVAwyv,2020-05-25,True,False,"katrina81,slee,josehill"
cynthiaramirez,ukeWVcQ,2022-06-06,True,False,"deannaobrien,pamelabrown,jeremyrobinson"
howardbrandon,yNL,2022-09-25,False,True,"salasaustin,billy57,mccartywillie"
angelamurphy,Rv,2023-04-02,False,False,"georgeblack,christopherwise,victor15"
brianna57,GICMbCsW,2020-08-14,False,False,"nicholas79,lfernandez,faith13"
christensenjohn,itnMr,2020-01-18,False,False,"probbins,philliplyons,faulknerphillip"
vmcclure,znuIexkXX,2023-01-09,False,True,"schwartzjessica,wirwin,erin87"
kim73,QixP,2020-02-19,False,True,"toddbowers,kwells,frencheric"
stokesjesse,kHUteXg,2021-12-14,False,False,"brownmatthew,mullinsrichard,angela85"
sarah37,qYRalxhl,2021-10-20,True,True,"smithmelissa,denisehughes,kristenpetty"
andrea31,FTyiiPaWRy,2023-03-22,True,False,"gonzalesandrew,wattschristopher,ncarpenter"
kenneth19,lemHP,2021-03-07,True,False,"thomasheather,charlesibarra,operez"
warrenalexander,QeDPUWz,2023-04-20,False,True,"jameshall,austinjoe,katelynmcknight"
adamrobbins,deE,2020-08-25,False,False,"emma08,tanyahicks,wjuarez"
tperry,RGzycad,2023-03-30,True,False,"kelly06,uhoffman,kristina61"
watsoncarlos,jjE,2024-02-13,True,False,"ngarcia,codyortega,iruiz"
alyssabarrett,WZoqd,2020-06-06,False,False,"rodriguezjennifer,mgardner,hmoore"
deborahholmes,JEnpXIDHL,2023-02-20,False,True,"eknox,butlerheather,sjohnson"
samuel43,OstaaTWSL,2022-02-21,True,False,"vwheeler,omarlarson,michaelcarney"
sarahcohen,fcRTg,2022-07-21,True,True,"susan41,vincentgonzalez,shieldscrystal"
martinchristopher,fxrO,2023-05-05,False,False,"debragarcia,johnyoung,kristina43"
danielsjean,IwLO,2021-07-18,True,False,"oconnorsamantha,sandersemily,allenmelissa"
michele56,wRX,2022-06-23,True,True,"jonessusan,weberrobert,christopher88"
johnathanthompson,OEWYoJoj,2021-04-04,True,False,"lauren10,samanthagordon,donnavasquez"
weaverrebecca,YUYJ,2022-05-20,False,True,"mendozaroberto,adamroach,matthew54"
lance54,RzmiXNIUH,2020-06-28,True,False,"kimkayla,osbornesheri,whitakerkelly"
katielester,UClYNen,2020-01-22,True,False,"tstevens,blanchardbrian,sara66"
hallalexander,AxHMkW,2022-04-02,False,False,"skrueger,kimberlycalderon,jacobmorris"
ryan28,rdXC,2023-10-10,False,False,"enavarro,georgerobinson,sandragarcia"
